id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
99861,tt2395427,5.944927,280000000,1405035767,Avengers: Age of Ultron,Robert Downey Jr.|Chris Hemsworth|Mark Ruffalo|Chris Evans|Scarlett Johansson,http://marvel.com/movies/movie/193/avengers_age_of_ultron,Joss Whedon,A New Age Has Come.,marvel comic|comic|sequel|superhero|vision,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earthâ€™s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",141,Action|Adventure|Science Fiction,Marvel Studios|Prime Focus|Revolution Sun Studios,4/22/15,4304,7.4,2015,257599886.656049,1292632336.88177
260346,tt2446042,5.749758,48000000,325771424,Taken 3,Liam Neeson|Forest Whitaker|Maggie Grace|Famke Janssen|Dougray Scott,http://www.taken3movie.com/,Olivier Megaton,It Ends Here,revenge|murder|on the run|fugitive|framed,"Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.",109,Crime|Action|Thriller,Twentieth Century Fox Film Corporation|M6 Films|Canal+|EuropaCorp|CinÃ©+,1/1/15,1578,6.1,2015,44159980.5696085,299709578.207785
102899,tt0478970,5.573184,130000000,518602163,Ant-Man,Paul Rudd|Michael Douglas|Evangeline Lilly|Corey Stoll|Bobby Cannavale,http://marvel.com/movies/movie/180/ant-man,Peyton Reed,Heroes Don't Get Any Bigger,marvel comic|superhero|aftercreditsstinger|duringcreditsstinger|marvel cinematic universe,"Armed with the astonishing ability to shrink in scale but increase in strength, con-man Scott Lang must embrace his inner-hero and help his mentor, Dr. Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",115,Science Fiction|Action|Adventure,Marvel Studios,7/14/15,3779,7,2015,119599947.376023,477113780.029936
131634,tt1951266,5.476958,160000000,650523427,The Hunger Games: Mockingjay - Part 2,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth|Woody Harrelson|Elizabeth Banks,http://www.thehungergames.movie/,Francis Lawrence,The fire will burn forever.,revolution|strong woman|dystopia|game of death|3d,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends â€“ including Gale, Finnick, and Peeta â€“ Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.",136,War|Adventure|Science Fiction,Studio Babelsberg|StudioCanal|Lionsgate|Walt Disney Studios Motion Pictures|Color Force,11/18/15,2380,6.5,2015,147199935.232028,598481289.508232
216015,tt2322441,4.71040199999999,40000000,569651467,Fifty Shades of Grey,Dakota Johnson|Jamie Dornan|Jennifer Ehle|Eloise Mumford|Victor Rasuk,https://www.facebook.com/fiftyshadesofgreymovie,Sam Taylor-Johnson,Are you curious?,based on novel|billionaire|bdsm|woman director|erotic movie,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",125,Drama|Romance,Focus Features|Trigger Street Productions|Michael De Luca Productions,2/11/15,1865,5.3,2015,36799983.8080071,524079119.045187
177677,tt2381249,4.566713,150000000,682330139,Mission: Impossible - Rogue Nation,Tom Cruise|Jeremy Renner|Simon Pegg|Rebecca Ferguson|Ving Rhames,http://www.missionimpossible.com,Christopher McQuarrie,Desperate Times. Desperate Measures.,spy|sequel|mission,"Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.",131,Action,Paramount Pictures|Skydance Productions|China Movie Channel|Bad Robot|TC Productions,7/23/15,2349,7.1,2015,137999939.280026,627743451.672881
214756,tt2637276,4.564549,68000000,215863606,Ted 2,Mark Wahlberg|Seth MacFarlane|Amanda Seyfried|Jessica Barth|Giovanni Ribisi,,Seth MacFarlane,"Ted is Coming, Again.",sperm bank|sequel|buddy|courthouse|teddy bear,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",115,Comedy,Universal Pictures|Media Rights Capital|Fuzzy Door Productions,6/25/15,1666,6.3,2015,62559972.4736121,198594430.13845
207703,tt2802144,4.503789,81000000,403802136,Kingsman: The Secret Service,Taron Egerton|Colin Firth|Samuel L. Jackson|Michael Caine|Mark Strong,http://www.kingsmanmovie.com/,Matthew Vaughn,Manners maketh man.,spy|great britain|secret organization|secret agent|marvel comic,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,130,Crime|Comedy|Action|Adventure,Twentieth Century Fox Film Corporation|Marv Films|TSG Entertainment|Cloudy Productions,1/24/15,3833,7.6,2015,74519967.2112144,371497801.660967
314365,tt1895587,4.062293,20000000,88346473,Spotlight,Mark Ruffalo|Michael Keaton|Rachel McAdams|Liev Schreiber|John Slattery,http://www.spotlightthefilm.com,Tom McCarthy,Break the story. Break the silence.,child abuse|journalism|judge|florida|boston,"The true story of how The Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",128,Drama|Thriller|History,Participant Media|Open Road Films|Anonymous Content|Rocklin / Faust|Entertainment One Features,11/6/15,1559,7.8,2015,18399991.9040035,81278719.3973634
294254,tt4046784,3.968891,61000000,311256926,Maze Runner: The Scorch Trials,Dylan O'Brien|Kaya Scodelario|Thomas Brodie-Sangster|Giancarlo Esposito|Aidan Gillen,http://mazerunnermovies.com,Wes Ball,The Maze Was Just the Beginning.,based on novel|resistance|maze|post-apocalyptic|dystopia,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKDâ€™s vastly superior forces and uncover its shocking plans for them all.",132,Action|Science Fiction|Thriller,Gotham Group|Temple Hill Entertainment|TSG Entertainment,9/9/15,1849,6.4,2015,56119975.3072108,286356245.923251
280996,tt3168230,3.927333,0,29355203,Mr. Holmes,Ian McKellen|Milo Parker|Laura Linney|Hattie Morahan|Patrick Kennedy,http://www.mrholmesfilm.com/,Bill Condon,The man behind the myth,london|detective|sherlock holmes,"The story is set in 1947, following a long-retired Holmes living in a Sussex village with his housekeeper and rising detective son. But then he finds himself haunted by an unsolved 50-year old case. Holmes' memory isn't what it used to be, so he only remembers fragments of the case: a confrontation with an angry husband, a secret bond with his beautiful but unstable wife.",103,Mystery|Drama,BBC Films|See-Saw Films|FilmNation Entertainment|Archer Gray|AI-Film,6/19/15,425,6.4,2015,0,27006774.877019
198184,tt1823672,3.899557,49000000,102069268,Chappie,Sharlto Copley|Dev Patel|Ninja|Yolandi Visser|Jose Pablo Cantillo,http://www.chappie-movie.com,Neill Blomkamp,I am consciousness. I am alive. I am Chappie.,artificial intelligence|android|robot|near future|robot cop,"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundingsâ€”some good, some badâ€”and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.",120,Crime|Action|Science Fiction,Columbia Pictures|Media Rights Capital|Sony Pictures Entertainment (SPE)|Alpha Core|Genre Films,3/4/15,1990,6.6,2015,45079980.1648087,93903685.2423785
257445,tt1051904,3.644541,58000000,150170815,Goosebumps,Jack Black|Dylan Minnette|Odeya Rush|Amy Ryan|Jillian Bell,http://www.goosebumps-movie.com/,Rob Letterman,The stories are alive.,based on novel|magic|fantasy|family|3d,"A teenager teams up with the daughter of young adult horror author R.L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.",103,Adventure|Horror|Comedy,Columbia Pictures|Original Film|Scholastic Entertainment,8/5/15,600,6.2,2015,53359976.5216103,138157089.01088
264644,tt3170832,3.557846,6000000,35401758,Room,Brie Larson|Jacob Tremblay|Joan Allen|Sean Bridgers|William H. Macy,http://www.roomthemovie.com,Lenny Abrahamson,Love knows no boundaries,based on novel|carpet|isolation|imprisonment|grandparents,Jack is a young boy of 5 years old who has lived all his life in one room. He believes everything within it are the only real things in the world. But what will happen when his Ma suddenly tells him that there are other things outside of Room?,117,Drama|Thriller,Element Pictures|No Trace Camping|A24|Duperele Films,10/16/15,1520,8,2015,5519997.57120106,32569603.0293746
241554,tt2199571,3.23737,50000000,71561644,Run All Night,Liam Neeson|Ed Harris|Joel Kinnaman|Boyd Holbrook|Bruce McGill,,Jaume Collet-Serra,No sin goes unpunished,hitman|revenge|murder|on the run|mobster,"Brooklyn mobster and prolific hit man Jimmy Conlon has seen better days. Longtime best friend of a mob boss, Jimmy is haunted by the sins of his pastâ€”as well as a dogged police detective whoâ€™s been one step behind Jimmy for 30 years. But when Jimmyâ€™s estranged son becomes a target, Jimmy must make a choice between the crime family he chose and the real family he abandoned long ago. Now, with nowhere safe to turn, Jimmy has just one night to figure out exactly where his loyalties lie and to see if he can finally make things right.",114,Action|Crime|Drama|Mystery|Thriller,Vertigo Entertainment|Energy Entertainment|RatPac-Dune Entertainment,3/11/15,814,6.3,2015,45999979.7600089,65836683.5118592
167073,tt2381111,3.227329,11000000,62076141,Brooklyn,Saoirse Ronan|Domhnall Gleeson|Emory Cohen|Emily Bett Rickards|Eileen O'Higgins,http://www.foxsearchlight.com/brooklyn/,John Crowley,"Two countries, two loves, one heart",love triangle|based on novel|homesickness|vororte|ship,"In 1950s Ireland and New York, young Ellis Lacey has to choose between two men and two countries.",111,Drama|Romance,Wildgaze Films|Irish Film Board|Item 7|Parallel Film Productions,11/4/15,754,7.3,2015,10119995.5472019,57110024.5915891
321697,tt2080374,3.079522,30000000,34441873,Steve Jobs,Michael Fassbender|Kate Winslet|Seth Rogen|Katherine Waterston|Jeff Daniels,http://www.stevejobsthefilm.com,Danny Boyle,,biography|computer|based on true story|father daughter relationship|apple computer,"Set backstage at three iconic product launches and ending in 1998 with the unveiling of the iMac, Steve Jobs takes us behind the scenes of the digital revolution to paint an intimate portrait of the brilliant man at its epicenter.",122,History|Drama,Universal Pictures|Scott Rudin Productions|Legendary Pictures|The Mark Gordon Company|Management 360,10/9/15,1035,6.9,2015,27599987.8560053,31686509.2179359
203801,tt1638355,3.053421,75000000,108145109,The Man from U.N.C.L.E.,Henry Cavill|Armie Hammer|Alicia Vikander|Elizabeth Debicki|Luca Calvani,,Guy Ritchie,Saving the world never goes out of style.,spy|cold war|remake|based on tv series|buddy cop,"At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.",116,Comedy|Action|Adventure,Davis Entertainment|Warner Bros.|Wigram Productions|RatPac-Dune Entertainment,8/13/15,1548,7,2015,68999969.6400133,99493456.5028791
286565,tt3622592,2.968254,12000000,85512300,Paper Towns,Nat Wolff|Cara Delevingne|Halston Sage|Justice Smith|Austin Abrams,,Jake Schreier,Get Lost. Get Found.,friendship|high school|teen|classmate|based on young adult book,"Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs back into his life-dressed like a ninja and summoning him for an ingenious campaign of revenge-he follows. After their all-nighter ends and a new day breaks, Q arrives at school to discover that Margo, always an enigma, has now become a mystery. But Q soon learns that there are clues-and they're for him. Urged down a disconnected path, the closer he gets, the less Q sees of the girl he thought he knew.",109,Drama|Mystery|Romance,Fox 2000 Pictures,7/9/15,1252,6.2,2015,11039995.1424021,78671281.3846362
265208,tt2231253,2.93234,30000000,0,Wild Card,Jason Statham|Michael Angarano|Milo Ventimiglia|Dominik GarcÃ­a-Lorido|Anne Heche,,Simon West,Never bet against a man with a killer hand.,gambling|bodyguard|remake,"When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last playâ€¦ and it's all or nothing.",92,Thriller|Crime|Drama,Current Entertainment|Lionsgate|Sierra / Affinity|SJ Heat Productions|Silver State Production Services,1/14/15,481,5.3,2015,27599987.8560053,0
254320,tt3464902,2.885126,4000000,9064511,The Lobster,Colin Farrell|Rachel Weisz|LÃ©a Seydoux|John C. Reilly|Ben Whishaw,http://tickets.picturehouseentertainment.co.uk/gb/the-lobster/,Yorgos Lanthimos,An unconventional love story...,dystopia,"In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into beasts and sent off into The Woods.",118,Thriller|Comedy|Drama|Romance|Science Fiction,Haut et Court|Eurimages|Lemming Film|Element Pictures|Nederlands Fonds voor de Film,10/8/15,638,6.6,2015,3679998.38080071,8339346.45068756
257211,tt2361509,2.814802,35000000,194564672,The Intern,Robert De Niro|Anne Hathaway|Rene Russo|Anders Holm|JoJo Kushner,http://www.theinternmovie.com/,Nancy Meyers,Experience never gets old,intern|woman director,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",121,Comedy,Waverly Films|Warner Bros.,9/24/15,1255,7.1,2015,32199985.8320062,178999419.480255
253412,tt2719848,2.798017,55000000,203427584,Everest,Jason Clarke|Jake Gyllenhaal|Josh Brolin|John Hawkes|Sam Worthington,http://www.everestmovie.com/,Baltasar KormÃ¡kur,The Storm Awaits.,mountains|snow storm|hiking|snow|death,"Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""Everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival.",121,Adventure|Drama,Universal Pictures|Working Title Films|Walden Media|Cross Creek Pictures|Free State Pictures,9/10/15,1172,6.7,2015,50599977.7360098,187153294.93255
257088,tt2058673,2.614499,105000000,133718711,Point Break,Edgar RamÃ­rez|Luke Bracey|Teresa Palmer|Delroy Lindo|Ray Winstone,https://www.facebook.com/PointBreakMovie,Ericson Core,The only law that matters is gravity,undercover|undercover agent|extreme sports|fbi agent|3d,"A young undercover FBI agent infiltrates a gang of thieves who share a common interest in extreme sports. A remake of the 1991 film, ""Point Break"".",114,Action|Crime|Thriller,Studio Babelsberg|Alcon Entertainment|DMG Entertainment|Ehman Productions,12/3/15,505,5.5,2015,96599957.4960187,123021159.990689
295964,tt2503944,2.584264,20000000,36606743,Burnt,Bradley Cooper|Sienna Miller|Lily James|Alicia Vikander|Uma Thurman,http://burntmovie.com/,John Wells,Never underestimate a man with everything to lose.,london|cook|restaurant|diva|career,"Adam Jones is a Chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.",100,Drama,Double Feature Films|PeaPie Films|3 Arts Entertainment,10/2/15,631,6.3,2015,18399991.9040035,33678188.7415969
273481,tt3397884,2.487849,30000000,84025816,Sicario,Emily Blunt|Benicio del Toro|Josh Brolin|Victor Garber|Jon Bernthal,,Denis Villeneuve,The border is just another line to cross.,mexico|cia|smoking|texas|fbi,"A young female FBI agent joins a secret CIA operation to take down a Mexican cartel boss, a job that ends up pushing her ethical and moral values to the limit.",121,Action|Crime|Drama|Mystery|Thriller,Lionsgate|Thunder Road Pictures|Black Label Media,9/17/15,1479,7.1,2015,27599987.8560053,77303716.7063646
166424,tt1502712,2.487042,120000001,167977596,Fantastic Four,Miles Teller|Kate Mara|Michael B. Jordan|Jamie Bell|Toby Kebbell,http://www.fantasticfourmovie.com/,Josh Trank,Change is coming.,teleportation|transformation|telekinesis|portal|marvel comic,"Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.",100,Action|Adventure|Science Fiction,Twentieth Century Fox Film Corporation|Marv Films|Marvel Entertainment|Constantin Film.|Moving Picture Company (MPC),8/5/15,1565,4.4,2015,110399952.34402,154539320.322699
310131,tt4263482,2.46449,3500000,40423945,The Witch,Anya Taylor-Joy|Ralph Ineson|Kate Dickie|Harvey Scrimshaw|Ellie Grainger,http://a24films.com/films/witch/,Robert Eggers,Evil takes many forms.,witch|new england|17th century,"New England in the 1630s: William and Katherine lead a devout Christian life with five children, homesteading on the edge of an impassable wilderness. When their newborn son vanishes and crops fail, the family turns on one another. Beyond their worst fears, a supernatural evil lurks in the nearby wood.",92,Mystery|Horror,Parts and Labor|RT Features|Rooks Nest Entertainment|Maiden Voyage Pictures|Pulse Films,3/24/15,700,5.8,2015,3219998.58320062,37190013.0363942
238713,tt3079380,2.404473,65000000,235666219,Spy,Melissa McCarthy|Jason Statham|Rose Byrne|Miranda Hart|Bobby Cannavale,http://www.foxmovies.com/movies/spy,Paul Feig,One of the guys. One of the Spies.,spy|cia|undercover|arms dealer|disaster,"A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",120,Action|Comedy|Crime,Twentieth Century Fox Film Corporation|Chernin Entertainment|Feigco Entertainment,5/6/15,1840,6.9,2015,59799973.6880115,216812826.082356
334074,tt3247714,2.331636,20000000,0,Survivor,Pierce Brosnan|Milla Jovovich|Dylan McDermott|Angela Bassett|Robert Forster,http://survivormovie.com/,James McTeigue,His Next Target is Now Hunting Him,new year's eve|fire|showdown|terrorist|embassy,"A Foreign Service Officer in London tries to prevent a terrorist attack set to hit New York, but is forced to go on the run when she is framed for crimes she did not commit.",96,Crime|Thriller|Action,Nu Image Films|Winkler Films|Millennium Films|Survivor Productions,5/21/15,280,5.4,2015,18399991.9040035,0
312221,tt3076658,2.331567,35000000,137935567,Creed,Michael B. Jordan|Sylvester Stallone|Graham McTavish|Tessa Thompson|Phylicia RashÄd,http://creedthemovie.com/,Ryan Coogler,Your legacy is more than a name,underdog|sport|spin off|underground fighting|motivational speaker,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",133,Drama,New Line Cinema|Warner Bros.|Metro-Goldwyn-Mayer (MGM)|Chartoff-Winkler Productions,11/25/15,1171,7.3,2015,32199985.8320062,126900665.803707
271718,tt3152624,2.31767,35000000,140795793,Trainwreck,Amy Schumer|Bill Hader|Brie Larson|Colin Quinn|Vanessa Bayer,,Judd Apatow,We All Know One.,alcohol|one-night stand,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",125,Comedy,Universal Pictures|Fuji Television Network|Dentsu|Apatow Productions,7/17/15,849,6.1,2015,32199985.8320062,129532072.565888
266647,tt3332064,2.234573,150000000,128388320,Pan,Levi Miller|Garrett Hedlund|Hugh Jackman|Rooney Mara|Amanda Seyfried,,Joe Wright,Every legend has a beginning.,flying|magic|fairy tale|peter pan|mermaid,"Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.",111,Adventure|Family|Fantasy,Warner Bros.|Moving Picture Company (MPC)|Berlanti Productions|RatPac-Dune Entertainment,9/24/15,586,5.9,2015,137999939.280026,118117202.42843
347096,tt3478232,2.165433,0,0,Mythica: The Darkspore,Melanie Stone|Kevin Sorbo|Adam Johnson|Jake Stormoen|Rocky Myers,http://www.mythicamovie.com/#!blank/wufvh,Anne K. Black,,sword|magic|sorcery|necromancer|woman director,"When Teelaâ€™s sister is murdered and a powerful relic stolen, Marek and her friends face a sinister new enemy â€“ Kishkumen, a foreign mystic bent on reclaiming the Darkspore for his master Szorlok. Armed with twin maps, Marek and her team race Kishkumen and his horde through creature-infested lands, to a long abandoned underground city â€“ all the while pursued by bounty hunters intent on returning Marek to slavery.",108,Action|Adventure|Fantasy,Arrowstorm Entertainment,6/24/15,27,5.1,2015,0,0
308369,tt2582496,2.141506,0,0,Me and Earl and the Dying Girl,Thomas Mann|RJ Cyler|Olivia Cooke|Connie Britton|Nick Offerman,http://www.foxsearchlight.com/meandearlandthedyinggirl/,Alfonso Gomez-Rejon,A Little Friendship Never Killed Anyone.,tattoo|high school|leukemia|friends|parody,"Greg is coasting through senior year of high school as anonymously as possible, avoiding social interactions like the plague while secretly making spirited, bizarre films with Earl, his only friend. But both his anonymity and friendship threaten to unravel when his mother forces him to befriend a classmate with leukemia.",105,Comedy|Drama,Indian Paintbrush,6/12/15,569,7.7,2015,0,0
